opportunity_id,advisor_id,lead_id,client_id,created_date,closed_date,opportunity_stage,opportunity_status,estimated_assets,closed_assets
863,20,863,,2025-07-03,,Discovery,Inactive,1684795.27,
864,23,864,,2024-10-10,,Proposal,Open,153721.70,
865,19,865,,2024-08-22,,Discovery,Inactive,44847.59,
866,12,866,,2025-04-08,,Proposal,Open,150147.68,
867,2,867,135,2025-11-08,2025-12-31,Closed,Closed Won,774645.15,559870.29
868,6,868,,2024-09-29,,Discovery,Inactive,741282.32,
869,19,869,,2025-08-22,,Discovery,Inactive,292772.55,
870,18,870,,2025-11-07,,Discovery,Inactive,54747.04,
871,1,871,,2024-07-19,,Proposal,Open,166598.52,
872,4,872,,2025-07-27,,Discovery,Inactive,948175.46,
873,2,873,,2025-06-04,,Discovery,Inactive,122241.20,
874,18,874,,2024-03-26,,Proposal,Open,56402.78,
875,5,875,,2025-10-01,,Proposal,Open,610324.25,
876,22,876,,2025-12-08,,Discovery,Inactive,113035.99,
877,15,877,,2025-07-05,,Discovery,Inactive,72605.49,
878,1,878,,2024-06-02,,Discovery,Inactive,58387.87,
879,17,879,136,2025-10-23,2025-11-27,Closed,Closed Won,246304.23,181103.94
880,17,880,137,2024-06-02,2024-07-08,Closed,Closed Won,202570.31,148904.24
881,21,881,,2025-11-16,,Proposal,Open,254405.82,
882,2,882,,2025-02-03,,Discovery,Inactive,48266.78,
883,8,883,138,2025-11-22,2025-12-14,Closed,Closed Won,223699.87,238372.30
884,5,884,,2025-04-21,,Discovery,Inactive,621496.34,
885,2,885,,2024-10-23,,Discovery,Inactive,108597.71,
886,7,886,,2024-08-09,,Discovery,Inactive,39530.07,
887,8,887,,2024-05-24,,Discovery,Inactive,67673.12,
888,17,888,,2025-04-22,,Discovery,Inactive,836108.79,
889,7,889,,2024-09-03,,Discovery,Inactive,103426.66,
890,5,890,,2025-02-18,,Discovery,Inactive,1097638.07,
891,2,891,,2024-03-19,,Discovery,Inactive,2696411.34,
892,16,892,,2024-12-01,,Discovery,Inactive,74330.88,
893,14,893,139,2025-07-19,2025-07-30,Closed,Closed Won,2228700.60,1615191.19
894,17,894,,2025-10-16,,Discovery,Inactive,78064.88,
895,8,895,140,2025-02-10,2025-03-27,Closed,Closed Won,56144.92,48878.47
896,16,896,,2025-03-10,,Discovery,Inactive,146659.93,
897,17,897,,2024-09-27,,Discovery,Inactive,90858.97,
898,10,898,,2024-08-31,,Proposal,Open,270779.28,
899,20,899,,2024-02-18,,Discovery,Inactive,746670.83,
900,9,900,,2025-08-19,,Discovery,Inactive,269201.28,
901,20,901,,2025-10-02,,Proposal,Open,128737.44,
902,8,902,141,2024-05-30,2024-07-22,Closed,Closed Won,182651.82,182552.60
903,22,903,,2024-05-30,,Proposal,Open,186283.62,
904,19,904,,2024-12-10,,Discovery,Inactive,541563.74,
905,9,905,,2025-02-12,,Discovery,Inactive,92110.12,
906,17,906,,2024-10-05,,Discovery,Inactive,36334.60,
907,16,907,,2024-08-17,,Proposal,Open,2017720.67,
908,3,908,,2025-11-15,,Proposal,Open,1518327.90,
909,14,909,,2024-06-30,,Discovery,Inactive,332767.03,
910,21,910,142,2025-02-25,2025-03-11,Closed,Closed Won,994138.45,988837.60
911,4,911,143,2025-04-23,2025-05-16,Closed,Closed Won,128572.04,107279.50
912,16,912,,2025-07-01,,Proposal,Open,334238.10,
913,19,913,,2025-07-03,,Discovery,Inactive,48841.07,
914,14,914,,2024-06-24,,Proposal,Open,31041.22,
915,11,915,,2025-02-22,,Proposal,Open,728215.30,
916,8,916,,2025-02-18,,Discovery,Inactive,172364.16,
917,12,917,,2024-12-01,,Proposal,Open,535517.35,
918,6,918,,2024-03-15,,Discovery,Inactive,80484.76,
919,20,919,,2024-02-10,,Proposal,Open,315725.34,
920,23,920,,2024-08-23,,Discovery,Inactive,209101.27,
921,23,921,,2025-12-09,,Discovery,Inactive,46215.47,
922,17,922,,2025-04-13,,Discovery,Inactive,230757.73,
923,15,923,,2024-04-03,,Proposal,Open,95149.13,
924,22,924,,2025-04-17,,Proposal,Open,105182.10,
925,19,925,,2024-07-19,,Discovery,Inactive,41619.62,
926,9,926,,2024-01-31,,Discovery,Inactive,668173.27,
927,13,927,144,2025-09-26,2025-10-21,Closed,Closed Won,704560.83,657844.34
928,19,928,145,2024-04-15,2024-05-31,Closed,Closed Won,298016.46,276308.86
929,24,929,,2024-06-26,,Discovery,Inactive,193886.76,
930,2,930,,2024-01-17,,Discovery,Inactive,108039.60,
931,21,931,,2024-04-21,,Discovery,Inactive,58421.74,
932,24,932,,2024-05-14,,Proposal,Open,152307.30,
933,14,933,,2025-03-02,,Proposal,Open,588082.56,
934,22,934,,2024-10-13,,Proposal,Open,411088.78,
935,4,935,,2024-03-25,,Discovery,Inactive,121692.09,
936,1,936,,2024-02-10,,Discovery,Inactive,231388.90,
937,4,937,,2024-11-29,,Discovery,Inactive,32970.64,
938,16,938,,2024-02-04,,Proposal,Open,73150.13,
939,15,939,,2024-10-26,,Discovery,Inactive,24143.06,
940,17,940,146,2025-12-21,2026-01-17,Closed,Closed Won,499646.69,385505.67
941,9,941,,2025-05-16,,Discovery,Inactive,284816.50,
942,6,942,,2024-12-24,,Proposal,Open,170483.37,
943,3,943,,2025-06-07,,Discovery,Inactive,590869.68,
944,22,944,147,2025-07-21,2025-09-05,Closed,Closed Won,2800535.14,2990924.70
945,18,945,,2025-07-17,,Discovery,Inactive,188232.08,
946,24,946,,2025-10-22,,Discovery,Inactive,60852.82,
947,19,947,,2025-05-25,,Discovery,Inactive,694014.78,
948,2,948,,2024-12-05,,Discovery,Inactive,809701.43,
949,11,949,,2024-05-21,,Proposal,Open,94117.66,
950,2,950,148,2025-07-15,2025-09-11,Closed,Closed Won,441197.63,355272.85
951,19,951,149,2024-12-22,2025-02-11,Closed,Closed Won,29488.38,31501.53
952,19,952,,2024-07-16,,Proposal,Open,126405.24,
953,22,953,,2025-02-08,,Proposal,Open,171785.09,
954,12,954,,2025-01-24,,Discovery,Inactive,98870.33,
955,1,955,,2024-08-07,,Discovery,Inactive,137976.29,
956,23,956,150,2025-08-20,2025-09-11,Closed,Closed Won,43513.19,44587.23
957,3,957,,2025-03-17,,Proposal,Open,627635.76,
958,1,958,,2024-08-15,,Discovery,Inactive,255958.30,
959,4,959,,2024-01-18,,Discovery,Inactive,1671055.11,
960,19,960,,2025-10-17,,Proposal,Open,188797.24,
961,4,961,,2024-05-20,,Discovery,Inactive,69188.62,
962,2,962,,2025-07-22,,Proposal,Open,59626.79,
963,3,963,,2025-05-15,,Proposal,Open,907986.06,
964,3,964,151,2024-07-19,2024-08-14,Closed,Closed Won,244651.69,193719.62
965,19,965,152,2025-05-12,2025-07-08,Closed,Closed Won,61655.68,44459.27
966,11,966,,2025-03-23,,Discovery,Inactive,209782.14,
967,3,967,,2025-12-29,,Discovery,Inactive,90664.89,
968,22,968,153,2024-05-22,2024-06-27,Closed,Closed Won,88307.19,71830.56
969,18,969,154,2024-08-17,2024-10-19,Closed,Closed Won,171973.50,141344.06
970,3,970,,2024-04-01,,Proposal,Open,2638106.09,
971,8,971,155,2024-08-06,2024-08-18,Closed,Closed Won,1588973.88,1691007.25
972,18,972,,2025-03-08,,Discovery,Inactive,295329.53,
973,23,973,,2025-08-18,,Proposal,Open,262287.22,
974,4,974,,2024-05-07,,Discovery,Inactive,723485.21,
975,22,975,,2025-05-04,,Discovery,Inactive,93905.51,
976,2,976,,2024-12-25,,Proposal,Open,294504.74,
977,9,977,,2024-12-01,,Proposal,Open,212315.04,
978,9,978,,2025-07-24,,Discovery,Inactive,147889.97,
979,14,979,,2024-09-25,,Discovery,Inactive,80917.20,
980,19,980,,2025-04-06,,Discovery,Inactive,50303.66,
981,7,981,,2025-06-02,,Discovery,Inactive,40206.75,
982,12,982,,2024-09-21,,Discovery,Inactive,935957.70,
983,21,983,156,2024-07-07,2024-08-28,Closed,Closed Won,153380.85,126674.24
984,2,984,,2024-02-02,,Discovery,Inactive,187488.67,
985,10,985,,2025-10-29,,Discovery,Inactive,568727.43,
986,20,986,,2025-05-18,,Proposal,Open,163746.13,
987,6,987,,2025-05-16,,Proposal,Open,546954.13,
988,3,988,,2025-09-13,,Discovery,Inactive,2878274.86,
989,11,989,,2025-10-12,,Proposal,Open,1051188.22,
990,2,990,,2025-12-17,,Discovery,Inactive,614703.46,
991,13,991,,2025-03-27,,Proposal,Open,1137091.98,
992,12,992,,2025-12-05,,Proposal,Open,49565.20,
993,18,993,,2025-01-30,,Discovery,Inactive,213426.35,
994,17,994,,2025-06-10,,Discovery,Inactive,602310.43,
995,2,995,,2024-11-09,,Discovery,Inactive,53227.33,
996,16,996,157,2024-04-17,2024-05-03,Closed,Closed Won,481895.93,393423.62
997,8,997,,2025-07-20,,Proposal,Open,217185.89,
998,11,998,,2025-11-23,,Discovery,Inactive,32220.20,
999,1,999,,2025-04-13,,Discovery,Inactive,154934.92,
1000,9,1000,,2024-12-03,,Discovery,Inactive,216007.53,
1001,11,1001,,2024-01-21,,Discovery,Inactive,58448.83,
1002,13,1002,,2025-03-08,,Proposal,Open,43752.74,
1003,20,1003,158,2025-08-28,2025-10-04,Closed,Closed Won,827337.37,764698.42
1004,5,1004,,2024-01-23,,Discovery,Inactive,98732.00,
1005,12,1005,,2025-04-10,,Discovery,Inactive,237080.94,
1006,6,1006,,2025-01-24,,Discovery,Inactive,770878.94,
1007,3,1007,,2025-04-17,,Proposal,Open,126541.82,
1008,21,1008,,2025-07-18,,Proposal,Open,196674.51,
1009,5,1009,,2024-04-17,,Discovery,Inactive,184928.07,
1010,2,1010,159,2024-11-22,2024-12-16,Closed,Closed Won,1167546.47,1218278.13
1011,3,1011,,2024-04-28,,Discovery,Inactive,74471.01,
1012,6,1012,,2025-03-13,,Discovery,Inactive,38421.82,
1013,5,1013,,2024-07-23,,Proposal,Open,545859.36,
1014,19,1014,,2024-11-15,,Proposal,Open,111464.35,
1015,4,1015,,2025-02-27,,Discovery,Inactive,95100.19,
1016,17,1016,,2024-05-24,,Discovery,Inactive,42945.27,
1017,3,1017,,2024-08-06,,Discovery,Inactive,248568.85,
1018,11,1018,,2024-02-16,,Discovery,Inactive,167580.52,
1019,24,1019,,2025-01-03,,Proposal,Open,476129.79,
1020,8,1020,,2024-09-14,,Discovery,Inactive,1428490.20,
1021,10,1021,,2024-06-30,,Proposal,Open,1710824.81,
1022,12,1022,160,2025-04-04,2025-04-30,Closed,Closed Won,205796.17,151322.31
1023,11,1023,,2024-04-23,,Discovery,Inactive,993062.98,
1024,2,1024,161,2025-05-19,2025-07-10,Closed,Closed Won,318806.34,306026.59
1025,21,1025,,2025-09-20,,Discovery,Inactive,3353806.79,
1026,20,1026,,2025-09-23,,Discovery,Inactive,1947560.47,
1027,8,1027,,2025-01-17,,Discovery,Inactive,126506.56,
1028,3,1028,,2024-02-04,,Discovery,Inactive,1408797.93,
1029,23,1029,,2025-03-25,,Proposal,Open,135258.60,
1030,16,1030,,2025-04-14,,Discovery,Inactive,147407.82,
1031,13,1031,,2024-11-16,,Discovery,Inactive,81596.33,
1032,23,1032,,2024-06-02,,Proposal,Open,23813.32,
1033,1,1033,,2025-10-14,,Discovery,Inactive,283396.70,
1034,9,1034,,2024-09-05,,Discovery,Inactive,70775.26,
1035,15,1035,,2024-12-08,,Discovery,Inactive,2387067.11,
1036,15,1036,,2024-11-27,,Discovery,Inactive,257240.69,
1037,24,1037,,2025-08-30,,Proposal,Open,29065.96,
1038,12,1038,,2025-06-17,,Proposal,Open,160581.43,
1039,23,1039,,2024-06-21,,Discovery,Inactive,104372.90,
1040,12,1040,162,2025-08-02,2025-09-19,Closed,Closed Won,170013.97,125131.06
1041,17,1041,,2024-10-09,,Discovery,Inactive,150802.82,
1042,6,1042,163,2025-07-18,2025-09-08,Closed,Closed Won,2613066.90,2690652.88
1043,17,1043,,2024-04-05,,Discovery,Inactive,102922.41,
1044,15,1044,,2025-04-15,,Discovery,Inactive,360335.06,
1045,14,1045,,2025-11-30,,Discovery,Inactive,764915.59,
1046,10,1046,,2025-01-22,,Discovery,Inactive,125305.91,
1047,24,1047,,2025-06-27,,Discovery,Inactive,66620.08,
1048,20,1048,164,2025-01-31,2025-03-07,Closed,Closed Won,258704.37,229155.58
1049,24,1049,,2025-09-29,,Discovery,Inactive,44667.30,
1050,23,1050,,2024-03-27,,Discovery,Inactive,203637.51,
1051,7,1051,165,2025-07-27,2025-08-23,Closed,Closed Won,325008.83,314682.90
1052,9,1052,,2025-10-12,,Proposal,Open,130225.09,
1053,9,1053,,2024-05-09,,Proposal,Open,1302338.84,
1054,12,1054,166,2025-08-12,2025-09-15,Closed,Closed Won,82228.36,62717.12
1055,15,1055,,2025-08-03,,Proposal,Open,1192891.08,
1056,3,1056,,2025-01-12,,Discovery,Inactive,260242.44,
1057,9,1057,,2024-11-21,,Proposal,Open,540336.06,
1058,21,1058,,2025-11-23,,Proposal,Open,1240720.74,
1059,21,1059,,2024-02-17,,Discovery,Inactive,161851.35,
1060,15,1060,,2025-07-03,,Discovery,Inactive,272416.29,
1061,24,1061,,2024-05-11,,Proposal,Open,262775.61,
1062,3,1062,,2025-05-21,,Discovery,Inactive,1118585.24,
1063,13,1063,,2025-09-29,,Discovery,Inactive,864546.98,
1064,5,1064,,2025-01-17,,Discovery,Inactive,314442.28,
1065,22,1065,,2024-08-06,,Discovery,Inactive,33060.44,
1066,15,1066,,2024-08-20,,Discovery,Inactive,55996.62,
1067,6,1067,,2024-01-02,,Discovery,Inactive,708216.37,
1068,13,1068,,2024-04-03,,Discovery,Inactive,237014.61,
1069,6,1069,,2025-02-02,,Discovery,Inactive,274104.52,
1070,6,1070,,2024-07-23,,Proposal,Open,74395.46,
1071,3,1071,,2025-05-19,,Discovery,Inactive,1557511.71,
1072,15,1072,,2024-09-25,,Proposal,Open,2395374.67,
1073,24,1073,,2025-08-02,,Discovery,Inactive,74450.02,
1074,11,1074,,2024-08-04,,Proposal,Open,463305.92,
1075,8,1075,,2024-01-07,,Proposal,Open,56192.42,
1076,17,1076,,2024-10-20,,Discovery,Inactive,86714.29,
1077,22,1077,167,2025-01-09,2025-02-13,Closed,Closed Won,70961.09,62028.71
1078,16,1078,,2025-10-26,,Proposal,Open,605181.33,
1079,10,1079,,2024-07-11,,Proposal,Open,226538.63,
1080,9,1080,,2024-10-16,,Discovery,Inactive,344325.31,
1081,1,1081,,2025-12-29,,Proposal,Open,123276.42,
1082,14,1082,,2024-07-25,,Proposal,Open,762815.75,
1083,19,1083,,2025-03-12,,Discovery,Inactive,83706.93,
1084,8,1084,,2024-11-24,,Discovery,Inactive,237840.03,
1085,7,1085,,2025-03-12,,Discovery,Inactive,178482.06,
1086,10,1086,,2025-02-27,,Proposal,Open,2911027.61,
1087,20,1087,,2024-05-04,,Discovery,Inactive,53617.91,
1088,14,1088,,2024-09-27,,Discovery,Inactive,97241.17,
1089,19,1089,,2025-11-16,,Discovery,Inactive,277408.67,
1090,9,1090,168,2024-04-12,2024-05-11,Closed,Closed Won,40463.06,33315.00
1091,10,1091,,2024-07-31,,Discovery,Inactive,43829.23,
1092,12,1092,,2024-02-18,,Discovery,Inactive,1531791.35,
1093,17,1093,,2024-06-05,,Discovery,Inactive,40630.79,
1094,11,1094,169,2025-02-14,2025-02-23,Closed,Closed Won,63366.55,56032.88
1095,19,1095,,2024-01-17,,Discovery,Inactive,307588.70,
1096,22,1096,,2025-07-13,,Discovery,Inactive,423255.39,
1097,20,1097,,2024-07-06,,Discovery,Inactive,62899.78,
1098,8,1098,,2025-07-03,,Discovery,Inactive,183752.29,
1099,21,1099,,2024-05-31,,Discovery,Inactive,103413.64,
1100,24,1100,,2024-05-30,,Discovery,Inactive,161799.34,
1101,19,1101,,2024-03-19,,Discovery,Inactive,44217.55,
1102,4,1102,170,2025-06-27,2025-08-22,Closed,Closed Won,150277.26,110150.12
1103,24,1103,171,2024-09-17,2024-10-15,Closed,Closed Won,97140.12,99665.67
1104,6,1104,,2025-09-29,,Discovery,Inactive,351817.64,
1105,14,1105,,2025-01-21,,Proposal,Open,106675.25,
1106,18,1106,,2024-08-17,,Discovery,Inactive,66495.44,
1107,6,1107,,2024-06-04,,Discovery,Inactive,252072.52,
1108,14,1108,,2025-07-02,,Proposal,Open,168125.83,
1109,13,1109,,2024-06-30,,Proposal,Open,211253.84,
1110,13,1110,,2024-11-14,,Discovery,Inactive,71951.47,
1111,7,1111,,2024-10-30,,Discovery,Inactive,40990.93,
1112,5,1112,172,2024-07-02,2024-07-26,Closed,Closed Won,50710.24,50392.10
1113,23,1113,,2025-03-18,,Proposal,Open,70585.87,
1114,7,1114,,2024-08-07,,Discovery,Inactive,199041.54,
1115,11,1115,,2025-10-12,,Proposal,Open,97587.15,
1116,6,1116,,2024-07-24,,Discovery,Inactive,290200.83,
1117,18,1117,,2025-06-04,,Discovery,Inactive,79183.69,
1118,24,1118,173,2025-09-06,2025-10-17,Closed,Closed Won,322021.05,251220.65
1119,1,1119,,2024-06-03,,Discovery,Inactive,191281.54,
1120,13,1120,,2025-06-30,,Proposal,Open,55554.03,
1121,21,1121,174,2025-10-13,2025-12-06,Closed,Closed Won,42181.07,37019.55
1122,19,1122,,2024-10-18,,Proposal,Open,104551.07,
1123,19,1123,,2025-07-03,,Discovery,Inactive,47265.67,
1124,19,1124,175,2025-06-30,2025-08-27,Closed,Closed Won,290824.41,312685.87
1125,18,1125,,2024-07-13,,Discovery,Inactive,380738.81,
1126,22,1126,,2025-07-07,,Proposal,Open,1078810.84,
1127,1,1127,,2024-08-05,,Proposal,Open,150529.96,
1128,9,1128,,2025-08-01,,Proposal,Open,165393.37,
1129,16,1129,176,2024-06-14,2024-07-13,Closed,Closed Won,117710.19,125810.35
1130,16,1130,,2024-03-24,,Discovery,Inactive,79598.77,
1131,4,1131,,2024-06-19,,Discovery,Inactive,729071.07,
1132,24,1132,,2024-09-12,,Proposal,Open,699075.11,
1133,8,1133,,2025-09-24,,Proposal,Open,43054.77,
1134,4,1134,177,2025-05-29,2025-06-25,Closed,Closed Won,1876668.67,1506806.53
1135,4,1135,,2025-06-26,,Proposal,Open,349188.51,
1136,6,1136,178,2025-05-06,2025-06-05,Closed,Closed Won,94095.31,84097.41
1137,9,1137,,2025-01-20,,Discovery,Inactive,208646.95,
1138,2,1138,,2025-09-16,,Discovery,Inactive,127762.52,
1139,4,1139,,2024-02-19,,Proposal,Open,190883.83,
1140,6,1140,,2025-10-28,,Proposal,Open,220389.37,
1141,15,1141,,2024-06-23,,Discovery,Inactive,281749.81,
1142,19,1142,,2024-02-22,,Proposal,Open,249973.93,
1143,15,1143,,2024-03-24,,Discovery,Inactive,281300.77,
1144,7,1144,,2025-03-11,,Discovery,Inactive,732996.38,
1145,17,1145,,2024-04-17,,Discovery,Inactive,47001.75,
1146,19,1146,,2024-09-08,,Discovery,Inactive,80259.03,
1147,22,1147,179,2025-08-09,2025-09-02,Closed,Closed Won,106557.52,107000.23
1148,3,1148,,2024-01-11,,Discovery,Inactive,390776.49,
1149,24,1149,,2025-03-12,,Proposal,Open,61235.95,
1150,23,1150,,2025-06-27,,Proposal,Open,95553.60,
1151,11,1151,,2025-07-11,,Discovery,Inactive,76902.81,
1152,13,1152,180,2024-09-02,2024-10-03,Closed,Closed Won,34880.62,27103.18
1153,9,1153,181,2025-10-10,2025-12-03,Closed,Closed Won,81566.26,85667.36
1154,9,1154,,2024-11-23,,Discovery,Inactive,294981.15,
1155,11,1155,,2025-07-04,,Discovery,Inactive,270404.79,
1156,15,1156,,2024-09-29,,Discovery,Inactive,96700.22,
1157,18,1157,,2025-07-27,,Discovery,Inactive,915895.99,
1158,9,1158,,2024-02-05,,Discovery,Inactive,252595.11,
1159,17,1159,,2024-08-15,,Discovery,Inactive,58667.90,
1160,15,1160,,2024-01-15,,Discovery,Inactive,103870.62,
1161,1,1161,,2025-09-29,,Discovery,Inactive,1212122.03,
1162,21,1162,,2025-03-05,,Discovery,Inactive,28306.33,
1163,12,1163,,2024-09-27,,Discovery,Inactive,2849182.80,
1164,21,1164,,2024-06-23,,Discovery,Inactive,33576.97,
1165,24,1165,182,2025-10-30,2025-11-10,Closed,Closed Won,73492.13,54488.46
1166,9,1166,,2025-08-11,,Proposal,Open,86538.92,
1167,2,1167,,2024-02-06,,Proposal,Open,23006.81,
1168,8,1168,,2025-02-04,,Discovery,Inactive,150777.06,
1169,12,1169,183,2024-07-20,2024-09-05,Closed,Closed Won,160185.69,120493.45
1170,11,1170,,2024-07-04,,Proposal,Open,1959431.49,
1171,13,1171,,2025-09-23,,Proposal,Open,53408.42,
1172,1,1172,,2025-11-24,,Discovery,Inactive,119975.00,
1173,19,1173,,2024-04-03,,Proposal,Open,212381.31,
1174,17,1174,184,2025-06-22,2025-08-18,Closed,Closed Won,198836.66,149300.78
1175,24,1175,,2024-05-31,,Discovery,Inactive,135485.73,
1176,7,1176,,2024-01-03,,Proposal,Open,89913.20,
1177,3,1177,185,2024-05-04,2024-06-05,Closed,Closed Won,203499.36,200890.34
1178,12,1178,,2025-10-14,,Discovery,Inactive,138675.73,
1179,12,1179,186,2025-04-10,2025-06-02,Closed,Closed Won,2264116.74,2271064.50
1180,19,1180,187,2025-10-04,2025-11-13,Closed,Closed Won,90208.50,88673.58
1181,21,1181,,2024-11-03,,Discovery,Inactive,293095.46,
1182,16,1182,,2024-06-01,,Proposal,Open,1428649.71,
1183,22,1183,,2024-07-06,,Discovery,Inactive,346696.70,
1184,13,1184,,2024-06-05,,Discovery,Inactive,38971.72,
1185,15,1185,,2025-02-22,,Discovery,Inactive,192951.26,
1186,20,1186,,2024-10-27,,Discovery,Inactive,295655.70,
1187,17,1187,188,2025-08-02,2025-09-01,Closed,Closed Won,781123.84,828843.27
1188,22,1188,,2025-08-23,,Proposal,Open,108051.63,
1189,4,1189,,2024-02-14,,Proposal,Open,127599.20,
1190,24,1190,,2025-06-24,,Discovery,Inactive,98689.17,
1191,7,1191,,2024-04-17,,Discovery,Inactive,175518.45,
1192,2,1192,,2024-03-23,,Proposal,Open,1549545.84,
1193,21,1193,,2025-07-22,,Discovery,Inactive,497861.63,
1194,22,1194,,2025-09-23,,Discovery,Inactive,2755217.15,
1195,4,1195,,2025-08-18,,Discovery,Inactive,852767.36,
1196,17,1196,,2024-12-02,,Discovery,Inactive,2453532.15,
1197,7,1197,189,2025-03-24,2025-04-29,Closed,Closed Won,2315221.82,2262946.87
1198,6,1198,,2024-10-20,,Proposal,Open,216766.82,
1199,7,1199,190,2024-05-18,2024-07-06,Closed,Closed Won,68710.55,61150.84
1200,8,1200,191,2024-02-17,2024-04-03,Closed,Closed Won,506484.58,464943.84
1201,7,1201,,2024-12-12,,Proposal,Open,583707.43,
1202,22,1202,,2025-12-11,,Proposal,Open,190752.31,
1203,1,1203,,2025-12-04,,Discovery,Inactive,192212.33,
1204,15,1204,,2025-03-15,,Discovery,Inactive,570131.07,
1205,21,1205,,2024-11-25,,Proposal,Open,107868.71,
1206,16,1206,,2024-08-03,,Discovery,Inactive,393771.30,
1207,7,1207,,2024-07-03,,Proposal,Open,63964.62,
1208,14,1208,192,2025-09-13,2025-10-18,Closed,Closed Won,74340.98,68337.59
1209,4,1209,,2024-09-29,,Proposal,Open,240895.32,
1210,13,1210,,2024-07-17,,Discovery,Inactive,396934.77,
1211,15,1211,,2024-07-06,,Proposal,Open,903317.69,
1212,11,1212,,2024-09-23,,Discovery,Inactive,900764.88,
1213,5,1213,,2025-04-18,,Discovery,Inactive,1996647.45,
1214,3,1214,,2024-06-12,,Discovery,Inactive,42665.82,
1215,21,1215,,2024-02-18,,Discovery,Inactive,90426.12,
1216,6,1216,,2025-04-09,,Discovery,Inactive,180174.26,
1217,19,1217,,2025-05-15,,Discovery,Inactive,251651.27,
1218,14,1218,,2024-01-23,,Proposal,Open,3161423.63,
1219,10,1219,,2024-08-31,,Proposal,Open,53175.33,
1220,2,1220,,2024-06-06,,Discovery,Inactive,2396729.59,
1221,2,1221,,2024-04-26,,Discovery,Inactive,1138841.57,
1222,11,1222,,2025-11-30,,Discovery,Inactive,69272.97,
1223,18,1223,,2025-07-27,,Discovery,Inactive,68201.55,
1224,6,1224,,2025-08-29,,Proposal,Open,441205.30,
1225,2,1225,,2025-03-30,,Discovery,Inactive,412839.12,
1226,20,1226,,2025-09-07,,Discovery,Inactive,71351.89,
1227,12,1227,,2024-10-11,,Discovery,Inactive,71068.21,
1228,20,1228,,2024-04-10,,Proposal,Open,180699.01,
1229,5,1229,,2025-11-14,,Discovery,Inactive,207606.63,
1230,4,1230,,2024-05-25,,Discovery,Inactive,732879.39,
1231,8,1231,,2024-01-28,,Proposal,Open,69673.48,
1232,4,1232,,2024-10-04,,Discovery,Inactive,319642.29,
1233,21,1233,193,2024-05-23,2024-06-22,Closed,Closed Won,87116.78,66157.02
1234,11,1234,,2024-02-23,,Discovery,Inactive,163448.35,
1235,16,1235,194,2024-10-18,2024-10-29,Closed,Closed Won,114284.46,106636.43
1236,17,1236,,2025-07-17,,Discovery,Inactive,149517.48,
1237,15,1237,,2024-11-11,,Proposal,Open,57996.96,
1238,18,1238,,2025-01-13,,Discovery,Inactive,285890.07,
1239,18,1239,,2025-08-04,,Discovery,Inactive,92387.20,
1240,17,1240,,2024-12-11,,Discovery,Inactive,87869.64,
1241,6,1241,195,2024-04-03,2024-04-27,Closed,Closed Won,377927.87,338601.58
1242,2,1242,,2024-12-11,,Discovery,Inactive,59621.99,
1243,14,1243,196,2025-08-29,2025-10-03,Closed,Closed Won,70660.26,73460.30
1244,7,1244,,2025-08-09,,Proposal,Open,122006.64,
1245,11,1245,,2025-10-14,,Proposal,Open,79907.41,
1246,23,1246,,2024-03-20,,Proposal,Open,153880.76,
1247,17,1247,,2025-09-22,,Discovery,Inactive,2762259.21,
1248,15,1248,,2024-04-02,,Discovery,Inactive,185803.23,
1249,6,1249,,2024-01-31,,Discovery,Inactive,582514.38,
1250,20,1250,,2025-12-09,,Proposal,Open,152256.76,
1251,12,1251,,2024-09-21,,Discovery,Inactive,267711.84,
1252,8,1252,,2025-07-28,,Discovery,Inactive,562628.22,
1253,8,1253,,2024-02-25,,Discovery,Inactive,866115.51,
1254,24,1254,197,2024-03-18,2024-04-13,Closed,Closed Won,237618.86,235722.16
1255,19,1255,,2024-04-02,,Discovery,Inactive,43432.27,
1256,8,1256,,2024-01-10,,Discovery,Inactive,134200.53,
1257,13,1257,,2025-10-26,,Discovery,Inactive,71985.57,
1258,8,1258,,2025-01-19,,Discovery,Inactive,95167.31,
1259,15,1259,,2025-01-11,,Discovery,Inactive,33874.67,
1260,13,1260,,2025-12-19,,Discovery,Inactive,155763.78,
1261,9,1261,198,2025-12-30,2026-02-05,Closed,Closed Won,105406.35,112616.63
1262,20,1262,199,2024-05-11,2024-07-08,Closed,Closed Won,176764.23,177613.61
1263,10,1263,200,2025-07-31,2025-09-30,Closed,Closed Won,290227.24,249057.92
1264,14,1264,,2025-09-15,,Discovery,Inactive,125153.88,
1265,20,1265,,2025-02-14,,Discovery,Inactive,1286723.28,
1266,1,1266,,2024-03-28,,Proposal,Open,233114.38,
1267,21,1267,,2024-10-24,,Discovery,Inactive,39058.37,
1268,16,1268,201,2024-09-20,2024-10-18,Closed,Closed Won,158124.59,142103.16
1269,20,1269,,2025-11-13,,Proposal,Open,107567.96,
1270,20,1270,,2025-12-29,,Proposal,Open,33112.64,
1271,12,1271,,2025-07-11,,Discovery,Inactive,129776.93,
1272,20,1272,,2025-12-15,,Discovery,Inactive,86345.24,
1273,24,1273,202,2025-03-03,2025-04-04,Closed,Closed Won,732279.43,660524.89
1274,4,1274,,2024-04-24,,Discovery,Inactive,130380.83,
1275,22,1275,,2025-11-19,,Discovery,Inactive,65801.09,
